Nom de la gare;Code UIC;Code postal;Segmentation DRG;Total Voyageurs 2021;Total Voyageurs + Non voyageurs 2021;Total Voyageurs 2020;Total Voyageurs + Non voyageurs 2020;Total Voyageurs 2019;Total Voyageurs + Non voyageurs 2019;Total Voyageurs 2018;Total Voyageurs + Non voyageurs 2018;Total Voyageurs 2017;Total Voyageurs + Non voyageurs 2017;Total Voyageurs 2016;Total Voyageurs + Non voyageurs 2016;Total Voyageurs 2015;Total Voyageurs + Non voyageurs 2015
Saint-Béron - La Bridoire;87741454;73520;c;10332;10332;11205;11205;15911;15911;17138;17138;20433;20433;19063;19063;17741;17741
Saint-Bonnet-de-Rochefort;87641076;3800;c;3759;3759;4475;4475;7943;7943;5543;5543;5468;5468;5422;5422;5012;5012
Saint-Chamas;87753202;13250;c;65940;65940;51759;51759;75620;75620;64155;64155;61563;61563;55922;55922;57814;57814
Saint-Chamond;87726307;42400;b;512675;640844;429784;537230;695128;868910;620745;775931;679456;849320;629237;786546;673848;842310
Saint-Clair - Les Roches;87722652;38370;b;444871;556089;363082;453853;549243;686554;491215;614019;500457;625571;448046;560057;430657;538322
Saint-Cyr-en-Val La Source;87543116;45590;c;40964;40964;31852;31852;67204;67204;70305;70305;72935;72935;72580;72580;77618;77618
Saint-Cyr-l'École;87393223;78210;b;3074076;3074076;2275378;2275378;4730879;4730879;4862074;4862074;5019441;5019441;5088041;5088041;5152121;5152121
Sainte-Eulalie - Carbon-Blanc;87491282;33560;c;36492;36492;23631;23631;32005;32005;21773;21773;17244;17244;12564;12564;11962;11962
Sainte-Lizaigne;87597054;36260;c;982;982;884;884;1635;1635;1554;1554;1785;1785;2411;2411;2626;2626
Saint-Étienne Carnot;87726901;42000;b;93526;116908;73450;91813;138860;173576;111406;139258;130599;163249;126283;157854;143493;179366
Saint-Étienne-de-Montluc;87481812;44360;c;93075;93075;71554;71554;105555;105555;83765;83765;86526;86526;97082;97082;97388;97388
Saint-Georges-d'Aurac;87734301;43230;c;10356;10356;3143;3143;5363;5363;4070;4070;6540;6540;6637;6637;7872;7872
Saint-Germain-du-Puy;87576405;18390;c;4056;4056;2890;2890;6063;6063;6800;6800;7902;7902;8079;8079;9138;9138
Saint-Hilaire-de-Chaléons;87481234;44680;c;17864;17864;14462;14462;22733;22733;20289;20289;19155;19155;13337;13337;8326;8326
Saint-Hilaire-de-Riez;87486563;85270;c;47392;47392;32781;32781;45305;45305;36487;36487;34439;34439;28000;28000;18369;18369
Saint-Jean-de-Losne;87713651;21170;c;43560;43560;44316;44316;53468;53468;49342;49342;50434;50434;45894;45894;47875;47875
Saint-Jean-de-Maurienne Arvan;87742320;73300;b;240191;300239;225220;281525;299781;374726;282650;353312;317755;397194;307492;384365;317461;396826
Saint-Joseph le Castellas;87759316;13015;c;7529;7529;3710;3710;5908;5908;4822;4822;10794;10794;10221;10221;9584;9584
Saint-Junien;87592709;87200;c;26521;26521;16844;16844;22353;22353;17115;17115;21544;21544;21175;21175;22508;22508
Saint-Just-en-Chaussée;87313270;60130;b;436351;545439;407514;509392;521732;652165;511473;639341;538917;673646;535839;669799;534584;668230
Saint-Laurent-d'Aigouze;87775841;30220;c;1940;1940;863;863;425;425;236;236;651;651;596;596;607;607
Saint-Louis;87182139;68300;b;978040;1008289;872620;899608;1371971;1414403;1213711;1251248;1196624;1233633;1122561;1157280;1116797;1151337
Saint-Malo;87478107;35400;a;1202705;1522411;889726;1126236;1263626;1599526;1135793;1437713;1164343;1473852;1092776;1383261;1107633;1402068
Saint-Marcel en Dombes;87723742;1390;c;50927;50927;46259;46259;74865;74865;67676;67676;75858;75858;70139;70139;68233;68233
Saint-Martin du Touch;87353599;31000;c;8160;8160;8299;8299;11811;11811;7464;7464;8436;8436;7654;7654;8637;8637
Saint-Martin-du-Mont;87743112;1160;c;5748;5748;4761;4761;4774;4774;3486;3486;3849;3849;4439;4439;3697;3697
Saint-Mathurin-sur-Loire;87487892;49250;c;55028;55028;64069;64069;109370;109370;101784;101784;100274;100274;95842;95842;98549;98549
Saint-Médard-de-Guizières;87584607;33230;c;48929;48929;32864;32864;38870;38870;36412;36412;41114;41114;36113;36113;31399;31399
Saint-Michel - Valloire;87742361;73450;c;69536;69536;75613;75613;99274;99274;89374;89374;96268;96268;87808;87808;88775;88775
Saint-Omer-en-Chaussée;87313718;60860;c;5610;5610;4458;4458;4522;4522;6679;6679;8695;8695;6873;6873;5496;5496
Saint-Pierre-de-Chignac;87595520;24330;c;1656;1656;117;117;68;68;588;588;393;393;42;42;28;28
Saint-Pierre-le-Moûtier;87696294;58240;c;12023;12023;5605;5605;7044;7044;8263;8263;7990;7990;10162;10162;9946;9946
Saint-Quentin en Yvelines - Montigny-le-Bretonneux;87393843;78180;b;5594284;5594284;4872956;4872956;11640712;11640712;12196000;12196000;12912173;12912173;13381659;13381659;13789333;13789333
Saint-Quentin-Fallavier;87723387;38070;b;188923;236154;141619;177024;218478;273098;201275;251594;199417;249271;191593;239492;198437;248046
Saint-Romain-le-Puy;87726430;42610;c;39099;39099;30689;30689;54396;54396;40735;40735;41196;41196;42367;42367;47757;47757
Saint-Symphorien-de-Marmagne;87694174;71710;c;276;276;456;456;292;292;65;65;97;97;240;240;49;49
Saint-Victor-l'Abbaye;87415166;76890;c;9904;9904;9271;9271;13221;13221;13998;13998;16633;16633;15750;15750;14370;14370
Saléchan - Siradan;87618710;65370;c;294;294;81;81;232;232;216;216;326;326;243;243;449;449
Salomé;87342451;59496;c;8858;8858;9200;9200;12839;12839;13829;13829;16221;16221;15485;15485;13952;13952
Sannois;87276188;95110;b;3581520;3581520;1997420;1997420;3682623;3682623;3660733;3660733;3523862;3523862;3247072;3247072;3270836;3270836
Sarralbe;87193714;57430;c;1415;1415;973;973;3224;3224;3973;3973;4341;4341;3627;3627;4459;4459
Saubusse;87673251;40180;c;7768;7768;6167;6167;6923;6923;4991;4991;6188;6188;3252;3252;3875;3875
Saulon;87713628;21910;c;7968;7968;9809;9809;13891;13891;10578;10578;12828;12828;12051;12051;11223;11223
Saulxures;87214759;67420;c;1511;1511;1064;1064;903;903;2215;2215;2777;2777;2830;2830;3010;3010
Sauveterre-la-Lémance;87586495;47500;c;835;835;826;826;1405;1405;964;964;943;943;764;764;882;882
Savenay;87481838;44260;b;489479;611849;376887;471109;575867;719833;524832;656040;514203;642753;473277;591597;449634;562043
Schopperten;87215483;67260;c;17440;17440;16907;16907;12720;12720;14462;14462;17754;17754;20846;20846;22452;22452
Schwindratzheim;87212159;67270;c;67825;67825;56972;56972;77435;77435;80721;80721;83536;83536;74839;74839;67383;67383
Seclin;87286518;59113;b;236080;295100;197066;246333;301904;377381;268269;335336;275348;344185;263085;328856;258739;323424
Sélestat;87214056;67600;b;1885193;1923666;1572364;1604453;2394038;2442896;2257513;2303585;2225163;2270575;2086181;2128756;2062470;2104561
Sennecey-le-Grand;87725614;71240;c;32043;32043;23939;23939;31410;31410;27942;27942;29405;29405;25891;25891;28731;28731
Sermizelles - Vézelay;87683722;89200;c;10736;10736;7458;7458;12225;12225;8118;8118;9638;9638;8413;8413;9030;9030
Servoz;87746719;74310;c;9904;9904;8238;8238;9679;9679;13163;13163;12565;12565;10376;10376;11302;11302
Sète;87773200;34200;a;1016013;1270016;700298;875372;956935;1196168;986790;1233488;1133128;1416411;1090965;1363707;1049464;1311831
Seugy;87272039;95270;c;47222;47222;13795;13795;65028;65028;56226;56226;58733;58733;56981;56981;55410;55410
Seurre;87713677;21250;c;49824;49824;50275;50275;59970;59970;50089;50089;53673;53673;51862;51862;63082;63082
Sèvres - Ville-d'Avray;87382341;92310;b;1993689;1993689;775329;775329;2607842;2607842;2544443;2544443;2500917;2500917;2413013;2413013;2063088;2063088
Sèvres Rive Gauche;87393124;92310;b;1413967;1413967;1140032;1140032;2089735;2089735;2206397;2206397;2355947;2355947;2460880;2460880;2555121;2555121
Sillé-le-Guillaume;87396234;72140;b;67662;84577;57135;71419;100320;125400;102463;128078;122755;153444;122207;152758;125028;156285
Sillery;87171637;51500;c;0;0;0;0;859;859;812;812;406;406;854;854;1471;1471
Soissons;87271817;2200;b;503079;606119;418188;503841;604594;728427;568101;684459;627537;756069;613671;739363;645202;777352
Somain;87345314;59490;b;273809;342261;234747;293434;377659;472074;342640;428300;361167;451458;351260;439075;370685;463357
Stains La Cerisaie T11;87697334;93240;b;1620786;1620786;370977;370977;909932;909932;933122;933122;473547;473547;0;0;0;0
Survilliers - Fosses;87276261;95470;b;1587227;1587227;911984;911984;2126297;2126297;2119565;2119565;2130542;2130542;2096114;2096114;2050303;2050303
Tacoignières - Richebourg;87393454;78910;b;159766;159766;93659;93659;195739;195739;193939;193939;195215;195215;190289;190289;186160;186160
Taconnaz;87746750;74310;c;4882;4882;4141;4141;3871;3871;4170;4170;3699;3699;2966;2966;2772;2772
Tarare;87721472;69170;b;442402;553002;348846;436058;538350;672938;477134;596417;533045;666306;500311;625388;507823;634779
Tarascon-sur-Ariège;87611590;9400;c;49388;49388;26876;26876;49041;49041;41781;41781;52028;52028;47721;47721;49294;49294
Tassin;87721514;69160;b;248283;310354;217013;271267;270869;338586;264550;330688;275060;343825;260525;325656;233574;291967
Terrasson-Lavilledieu;87594408;24120;c;23939;23939;13380;13380;28633;28633;24483;24483;26199;26199;25951;25951;26472;26472
Thiennes;87342287;59189;c;1449;1449;1797;1797;2785;2785;2717;2717;2154;2154;2326;2326;2180;2180
Thiers;87734475;63300;c;45203;45203;33449;33449;43341;43341;41587;41587;49162;49162;49971;49971;57483;57483
Thomery;87682252;77300;b;248679;248679;106635;106635;202646;202646;185181;185181;170995;170995;153722;153722;138257;138257
Tonneins;87586651;47400;b;163323;204153;127587;159484;177676;222095;153595;191994;167831;209789;163938;204923;173850;217313
Tournus;87725622;71700;b;323755;404693;252911;316138;283246;354058;238990;298738;264609;330762;244230;305288;276964;346205
Trois-Puits;87171264;51500;c;0;0;1;1;283;283;60;60;146;146;12;12;377;377
Tulle;87594499;19000;b;124398;155498;90608;113261;134327;167909;122979;153724;152654;190817;160793;200992;180262;225328
Urt;87672386;64240;c;5254;5254;3384;3384;5912;5912;2703;2703;2326;2326;1563;1563;2153;2153
Us;87381178;95450;b;85308;85308;53822;53822;122476;122476;124416;124416;129068;129068;129962;129962;121370;121370
Ussel;87594093;19200;c;57636;57636;43557;43557;55008;55008;50999;50999;61827;61827;59892;59892;70375;70375
Vaires - Torcy;87116293;77360;b;1457710;1457710;892636;892636;2286419;2286419;2271942;2271942;2264107;2264107;2214025;2214025;2154317;2154317
Val d'Argenteuil;87381798;95100;b;5607085;5607085;3403105;3403105;6554397;6554397;6368082;6368082;6168065;6168065;5880591;5880591;5693475;5693475
Valdahon Camp Militaire;87718601;25800;c;4328;4328;4850;4850;6273;6273;3377;3377;4331;4331;3147;3147;3740;3740
Val-de-Reuil;87415877;27100;b;408042;510053;332982;416228;553671;692089;478731;598414;528758;660947;488066;610082;495465;619331
Valence TGV Rhône-Alpes Sud;87763029;26958;a;2187316;3216642;1550358;2279938;2597471;3819810;2620451;3853604;2864995;4213228;2652348;3900512;2614822;3845327
Valleiry;87745414;74520;c;40383;40383;22636;22636;41979;41979;33024;33024;36046;36046;20449;20449;24507;24507
Vallorcine;87746875;74660;c;10531;10531;7531;7531;12214;12214;10627;10627;8769;8769;8698;8698;8620;8620
Vannes;87476606;56000;a;1512731;1890914;1088186;1360233;1599913;1999891;1412592;1765740;1443182;1803977;1324949;1656186;1322859;1653574
Vanves - Malakoff;87391532;92170;b;868690;868690;662473;662473;1345635;1345635;1374446;1374446;1403674;1403674;1410456;1410456;1409674;1409674
Varades - Saint-Florent le Vieil;87484386;44370;c;69361;69361;50557;50557;90502;90502;91923;91923;97263;97263;93008;93008;89040;89040
Vauboyen;87393538;78350;b;257072;257072;144422;144422;236149;236149;231041;231041;228105;228105;220594;220594;212014;212014
Vauxaillon;87297283;2320;c;7189;7189;6962;6962;8201;8201;7794;7794;7307;7307;7258;7258;6385;6385
Vayrac;87594739;46110;c;8;8;56;56;7;7;37;37;10;10;31;31;400;400
Velars-sur-Ouche;87712331;21370;c;1888;1888;2933;2933;4698;4698;4918;4918;4195;4195;4506;4506;4737;4737
Verdun;87175778;55100;b;145095;181369;122580;153225;136907;171134;118817;148521;129981;162477;129927;162409;137033;171292
Vernou-la-Celle-sur-Seine;87682468;77670;c;48917;48917;24154;24154;54224;54224;55009;55009;55764;55764;55725;55725;55281;55281
Vertou;87481408;44120;b;63429;79287;47422;59277;89228;111536;103231;129039;120465;150581;104147;130184;90625;113282
Vierzy;87271783;2210;c;246;246;274;274;305;305;160;160;261;261;367;367;941;941
Vif;87747576;38450;c;7873;7873;3103;3103;5942;5942;5172;5172;6809;6809;6820;6820;9544;9544
Vigeois;87594218;19410;c;7152;7152;6736;6736;7963;7963;7841;7841;8161;8161;9614;9614;8686;8686
Vignols - Saint-Solve;87594655;19130;c;211;211;38;38;51;51;96;96;374;374;275;275;365;365
Vignory;87142232;52320;c;3397;3397;3497;3497;4056;4056;2904;2904;4116;4116;4669;4669;4292;4292
Villars-les-Dombes;87723759;1330;b;359158;448948;310541;388177;474926;593658;461345;576681;494399;617998;477027;596284;469458;586823
Villedieu-les-Poêles;87447698;50800;c;66386;66386;52622;52622;101134;101134;87124;87124;86219;86219;79093;79093;69944;69944
Villefranche-de-Rouergue;87613893;12200;c;51984;51984;40134;40134;66546;66546;60264;60264;72893;72893;71022;71022;69147;69147
Villenave-d'Ornon;87581835;33140;c;12126;12126;7072;7072;10500;10500;8712;8712;8779;8779;8096;8096;9619;9619
Villeneuve-sur-Allier;87696310;3460;c;689;689;620;620;874;874;149;149;190;190;265;265;172;172
Villereversure;87743328;1250;c;2045;2045;2323;2323;4444;4444;4119;4119;5214;5214;4098;4098;5430;5430
Villiers Montbarbin;87116749;77580;c;58772;58772;26840;26840;64214;64214;61424;61424;58900;58900;55391;55391;51920;51920
Vinay;87761726;38470;b;152301;190376;106879;133599;170161;212701;135474;169342;148939;186173;127613;159516;123108;153885
Vinça;87784611;66320;c;3536;3536;993;993;540;540;531;531;1348;1348;1094;1094;927;927
Vireux-Molhain;87172114;8320;c;54152;54152;45468;45468;49956;49956;47819;47819;55273;55273;55435;55435;61673;61673
Viry-Châtillon;87681312;91170;b;2751658;2751658;1062829;1062829;2495409;2495409;2332852;2332852;2167934;2167934;1981085;1981085;1809467;1809467
Vitry-le-François;87174276;51300;b;143657;165124;110464;126970;198938;228665;191242;219819;232152;266842;222209;255412;242104;278280
Vitry-sur-Seine;87545293;94400;b;2037788;2037788;1535384;1535384;4565282;4565282;4630398;4630398;4695475;4695475;4676851;4676851;4636524;4636524
Voreppe;87747337;38340;b;288010;360013;228572;285715;328319;410399;272717;340896;280224;350280;254172;317715;271611;339514
Vosves;87682500;77190;c;54599;54599;12551;12551;36530;36530;35838;35838;35493;35493;34729;34729;34075;34075
Vrigne-Meuse;87172221;8350;c;4273;4273;4032;4032;4277;4277;4818;4818;5990;5990;7801;7801;7036;7036
Walbourg;87213405;67360;c;29430;29430;24737;24737;43834;43834;41875;41875;39017;39017;35223;35223;39264;39264
Wattignies - Templemars;87286526;59680;c;43030;43030;36998;36998;69841;69841;59292;59292;61813;61813;58718;58718;66457;66457
Weyersheim;87213678;67720;b;151081;188851;130434;163043;164563;205703;155497;194371;155940;194925;157555;196944;160298;200372
Wimille - Wimereux;87317123;62126;c;32514;32514;30981;30981;57719;57719;49319;49319;49904;49904;48853;48853;52573;52573
Wissembourg;87213470;67160;b;186578;233222;149990;187487;206134;257667;194074;242593;200694;250868;187709;234636;194148;242686
Ychoux;87582536;40160;b;133910;167388;95922;119902;142217;177771;114265;142831;106731;133414;94468;118086;96735;120919
Zillisheim;87182196;68720;c;22296;22296;24257;24257;39973;39973;36631;36631;33699;33699;32455;32455;33298;33298
Achiet-le-Grand;87342048;62121;c;71432;71432;67305;67305;97848;97848;92323;92323;96451;96451;92084;92084;92018;92018
Aéroport Charles de Gaulle 2 TGV;87271494;95700;a;6281244;6312246;5011999;5035012;15227840;15283854;14907773;14961932;14649835;14704083;13534634;13581113;12976556;13021148
Aguilcourt - Variscourt;87171702;2190;c;12294;12294;10436;10436;8796;8796;6155;6155;7368;7368;8979;8979;9821;9821
Ailly-sur-Somme;87313098;80470;b;112866;141082;105120;131401;134750;168438;126145;157681;130664;163330;123926;154908;130027;162534
Aiserey;87713636;21110;c;21511;21511;19409;19409;25004;25004;24241;24241;25375;25375;24134;24134;26267;26267
Aix-en-Provence TGV;87319012;13592;a;2916645;4487146;2059068;3167797;3594151;5529463;3597729;5534968;3699076;5690886;3403078;5235505;3388402;5212927
Albens;87746115;73410;c;90061;90061;67880;67880;106006;106006;84275;84275;99810;99810;86676;86676;86131;86131
Albertville;87741645;73200;b;248996;286202;202236;232455;310114;356454;290751;334196;336210;386448;330624;380028;358299;411838
Albi Madeleine;87615195;81000;c;57591;57591;37520;37520;51855;51855;44787;44787;55019;55019;52084;52084;63723;63723
Albigny - Neuville;87721266;69250;b;248756;251269;186241;188123;238564;240974;229444;231762;246020;248505;231790;234131;239630;242051
Alès;87775288;30100;b;397673;497091;307874;384842;433827;542284;417520;521900;461106;576382;441259;551574;418810;523513
Amilly Ouerray;87394205;28300;c;25521;25521;24910;24910;26442;26442;23309;23309;23907;23907;25333;25333;23290;23290
Ancenis;87481192;44150;b;775939;969924;623147;778934;998815;1248518;926200;1157751;962972;1203715;892451;1115563;861331;1076664
Anché - Voulon;87575332;86700;c;10031;10031;7457;7457;9770;9770;8847;8847;9727;9727;11143;11143;13583;13583
Andrézieux-Bouthéon;87726406;42160;c;21399;21399;20292;20292;37934;37934;25637;25637;23002;23002;19698;19698;24472;24472
Angers Maître École;87484048;49000;c;23674;23674;18317;18317;23126;23126;16070;16070;12708;12708;12663;12663;16649;16649
Annemasse;87745497;74100;b;1023717;1279646;647893;809866;709777;887222;618090;772613;793906;992382;767099;958873;781951;977439
Anvin;87317255;62134;c;3630;3630;412;412;811;811;2643;2643;12147;12147;18542;18542;19182;19182
Appilly;87296459;60400;c;6565;6565;5965;5965;7990;7990;7832;7832;6961;6961;6728;6728;5493;5493
Arcachon;87582668;33120;b;983833;1171230;772522;919669;1085934;1292779;907838;1080760;910395;1083803;792957;943996;805161;958525
Arches;87144410;88380;c;54228;54228;40349;40349;64056;64056;51087;51087;53916;53916;52117;52117;58746;58746
Argenton-sur-Creuse;87597120;36200;b;145226;181533;118590;148238;153723;192154;128952;161190;134473;168092;126215;157769;136447;170559
Arles;87753657;13200;b;589761;670183;358566;407461;690306;784438;646535;734699;715084;812595;677260;769614;688498;782385
Arras;87342014;62000;a;2979908;3724885;2622169;3277711;4297088;5371360;4060559;5075699;4361839;5452299;4138307;5172884;4145669;5182086
Arrou;87394486;28290;c;9504;9504;7471;7471;8096;8096;7113;7113;7322;7322;6770;6770;6001;6001
Artenay;87543058;45410;c;74019;74019;60524;60524;71415;71415;62685;62685;62856;62856;60354;60354;61368;61368
Aubazines - Saint-Hilaire;87594465;19190;c;6209;6209;5011;5011;8137;8137;6662;6662;8054;8054;7895;7895;8467;8467
Auchy-lès-Hesdin;87317230;62770;c;7418;7418;589;589;1133;1133;1414;1414;5041;5041;7936;7936;9640;9640
Audrieu;87444059;14250;c;14265;14265;10779;10779;15635;15635;14323;14323;16234;16234;16471;16471;16984;16984
Audruicq;87281428;62370;b;232323;290404;197448;246811;250145;312681;233256;291570;244600;305750;233684;292105;231014;288767
Auneau;87545657;28700;c;21915;21915;16876;16876;30190;30190;30121;30121;31784;31784;33197;33197;32939;32939
Auray;87476200;56400;a;867879;1084849;623457;779322;887927;1109909;786183;982728;829917;1037396;798576;998220;790588;988235
Auxonne;87713347;21130;b;258572;323215;246666;308332;298952;373690;270708;338385;284494;355617;272128;340160;269718;337148
